Question	Number of Answers	Represents	Number of Terms	Number of Words	Type-Token Ratio	Root Type-Token Ratio (Guiraud's R)	Corrected Type-Token Ratio	Herdan’s C	Summer	Maas	Dugast	Yule's K	Yule's I	Herdan's VM	Simpson's D	Number of Terms Skipped	Number of Words Skipped	Type-Token Ratio Skipped	Root Type-Token Ratio (Guiraud's R) Skipped	Corrected Type-Token Ratio Skipped	Herdan’s C Skipped	Summer Skipped	Maas Skipped	Dugast Skipped	Yule's K Skipped	Yule's I Skipped	Herdan's VM Skipped	Simpson's D Skipped
5	100	text-davinci-003 Total	696	5933	0.11730996123377718	9.035913513237547	6.3893557194254305	0.7533534477457349	0.8689990878879005	0.028388404005578446	35.225650579141245	202.88240882108198	0.673367686368925	0.1379130453140272	0.02029166101711867	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5	100	text-davinci-003 Average	43.74	59.33	0.7624474626594329	5.671898948167677	4.010638208454211	0.9323411690241276	0.9498452474175804	0.01660154165958258	67.95800174446912	161.17537260659736	36.9339788966483	0.0993147988174674	0.0164183736099058	0	0	0	0	0	0	0	0	0	0	0	0	0
6	100	text-davinci-003 Total	532	4402	0.12085415720127216	8.018379613804573	5.669850599049184	0.7481266322790736	0.8635728664731379	0.030021328226435575	33.309652139889	149.12989242632887	0.9664535868436869	0.11515406837335809	0.014916377788245847	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
6	100	text-davinci-003 Average	34.78	44.02	0.8244563314827339	5.234987840539728	3.701695401474762	0.9480335295326515	0.9598362594520177	0.013553792642077985	92.81316960129787	107.59572902017271	62.814154058573585	0.07064848800875709	0.01103501556831632	0	0	0	0	0	0	0	0	7	0	7	0	0
5	100	gpt4 Total	1290	8490	0.1519434628975265	14.000252395503775	9.899673407183924	0.7917187054364484	0.8939566981616707	0.023023044582398854	43.43474193523915	151.10966827182537	1.5177854797519155	0.12022295396007389	0.015112746891598508	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5	100	gpt4 Average	61.56	84.9	0.7500671046372548	6.632579727196478	4.689942101861052	0.9338306540920013	0.9535269318563074	0.015068885972243963	71.6560781202633	139.98358632127199	38.675921232013216	0.09580526340167003	0.014198833106834851	0	0	0	0	0	0	0	0	1	0	1	0	0
6	100	gpt4 Total	1314	8975	0.1464066852367688	13.87005351111214	9.807608893127679	0.788911758536248	0.892642475859429	0.02319090801099048	43.12034697072175	99.75714030772573	2.12841788387978	0.09657173311055152	0.009976825654800963	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
6	100	gpt4 Average	64.22	89.75	0.7465719930665696	6.679273564976511	4.722959631194936	0.932677611562736	0.9527604250322196	0.015225008022794298	81.28276119963265	100.64560453479389	57.80258112399004	0.07345218412924112	0.010217342948639256	0	0	0	0	0	0	0	0	0	0	0	0	0
5	100	experts Total	510	2512	0.20302547770700638	10.175607776962183	7.195241261784529	0.7963395705642882	0.8893342029728896	0.02601414408722413	38.4406266316912	293.59393383098705	1.3889482228298018	0.16672341839510052	0.029371085694282737	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5	100	experts Average	18.07	25.12	0.789532513882765	3.4690671299093667	2.4530008919502664	0.9202087939403324	0.926570283464159	0.02474569386525061	41.84772885440087	285.5259218431748	17.995371895093385	0.11070920337765047	0.031615328521146825	0	0	0	0	0	5	5	5	20	0	20	0	5
6	100	experts Total	524	2306	0.22723330442324371	10.91193161258719	7.715900839104261	0.808636651730041	0.8962267438623136	0.02471350678247349	40.463703059299846	199.81811466599066	2.541476147281512	0.13604067724160063	0.01999048036528306	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
6	100	experts Average	16.24	23.06	0.8059381372251464	3.269109893500107	2.311609774137959	0.924958143250918	0.9273110209587351	0.024177837509883185	39.86241417024125	228.2618954558116	18.206588172738467	0.08637473438196495	0.02536257288639333	0	0	0	0	0	4	4	4	27	0	27	0	4
5	200	text-davinci-003 Total	873	11224	0.07777975766215253	8.24025050827092	5.826737013074263	0.7261498819386566	0.8566818013895083	0.029364755358259904	34.05442980197394	206.06442182493575	0.2924165286364301	0.13982153484738302	0.020608278272860013	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5	200	text-davinci-003 Average	41.675	56.12	0.7674711521030081	5.564379757226075	3.9346106594317147	0.9330330119853976	0.94992991770634	0.01661765504362367	72.87263270108738	158.85461479782228	42.4446413491995	0.0972215319872604	0.016194710751219452	0	0	0	0	0	0	0	0	2	0	2	1	0
6	200	text-davinci-003 Total	782	8879	0.08807298119157562	8.298980135643905	5.868265130846259	0.7327608883157076	0.8591351052327298	0.029394572006902313	34.01988638464218	152.87865955628422	0.5040001120872039	0.11883483863225128	0.015289587949991527	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
6	200	text-davinci-003 Average	35.175	44.395	0.8250393627286734	5.2849043742354604	3.7369917209443457	0.9482906937576806	0.9601157184056348	0.013465783812410927	98.69085402274744	109.2927837969115	68.05580418358005	0.07264102603475571	0.01120080870255417	0	0	0	0	0	0	0	0	9	0	9	2	0
5	200	gpt4 Total	1927	16374	0.11768657627946745	15.059283930205106	10.648521786861634	0.7794876746166388	0.8903760477398512	0.022725146789240747	44.004116201064605	138.1432002392947	0.9986966724266609	0.11557011333475167	0.013815163749576814	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5	200	gpt4 Average	60.475	81.87	0.7596292646341034	6.612938047963008	4.676053337281173	0.9360729189718775	0.9546804561849966	0.014790385319132644	74.09132385612989	134.9827074487065	42.456747350946465	0.09266321796062754	0.013712563282426673	0	0	0	0	0	0	0	0	0	0	0	0	0
6	200	gpt4 Total	1791	17487	0.10241893978383942	13.543718881934032	9.57685546389984	0.7667484966883262	0.8834712830196398	0.023876181497307268	41.88274411102039	103.44996653626009	1.0089756808904027	0.09921610100830305	0.010345588269584698	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
6	200	gpt4 Average	62.51	87.435	0.7472285400818294	6.59571491445962	4.663874742787645	0.9326252062614369	0.9526478822752102	0.015264151130528652	79.69641757605041	102.81810267770436	56.03546611314065	0.07355081824470638	0.010433261244838746	0	0	0	0	0	0	0	0	5	0	5	0	0
5	200	experts Total	730	4665	0.1564844587352626	10.688014543250851	7.5575675609531165	0.7804411665478318	0.8838302520876653	0.02598992790325195	38.476443787090176	289.0513263234802	0.8418973893123741	0.16658220760600298	0.02891133013076834	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5	200	experts Average	16.685	23.325	0.813584977625644	3.3247544271429836	2.3509564012127995	0.9295008424841842	0.9352485375907361	0.02187658154716382	44.160037249202034	249.4226569502762	20.242238013814585	0.09694017118155611	0.027419176073029294	0	0	0	0	0	9	9	9	56	0	56	0	9
6	200	experts Total	763	4375	0.1744	11.535475716241613	8.156813103167192	0.7916896209053952	0.8901436636778922	0.02484718302026774	40.24601095360808	207.93782857142858	1.4495590337086486	0.14039849819780556	0.020798536808413353	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
6	200	experts Average	15.405	21.875	0.825288472124699	3.13738476821362	2.218466044795236	0.931276954662914	0.9355126378821351	0.021376884767064848	44.367637718469325	196.76935858024402	21.487567952809318	0.07642632992029287	0.022562225685087166	0	0	0	0	0	15	15	15	70	0	70	0	15
5	400	text-davinci-003 Total	1170	22799	0.0513180402649239	7.7486842179792665	5.479147155806319	0.704048908596748	0.8478302508530894	0.029493439490405855	33.905845410987	208.07961723312215	0.12631152358050401	0.14141118216565252	0.020808874433274636	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5	400	text-davinci-003 Average	41.965	56.9975	0.7644135950584484	5.555031192122845	3.9280002256528546	0.9323040677203008	0.9495219229785615	0.01672314250305692	69.16813575958675	162.50498033602307	38.21614394893359	0.09881446552339425	0.016565461244795545	0	0	0	0	0	0	0	0	10	0	10	3	0
6	400	text-davinci-003 Total	1090	18323	0.05948807509687278	8.052453157615469	5.693944232936925	0.7125097193485301	0.8515932503564531	0.029288187334376357	34.14345819982763	163.81836138276694	0.2153468868409295	0.12457520283467872	0.016382730245696094	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
6	400	text-davinci-003 Average	35.4475	45.8075	0.8092907070366689	5.239041504820276	3.704561774976199	0.9434694531749936	0.9563810440075332	0.014685585158004751	85.27409615284061	121.0446724365204	55.04770683235432	0.07795384833187759	0.01241034221694225	0	0	0	0	0	0	0	0	8	0	8	0	0
5	400	gpt4 Total	2617	33169	0.0788989719316229	14.369363574809329	10.160674425082647	0.756028766272807	0.880618482048124	0.023437653832085993	42.66638662573839	145.87853478982748	0.4259173621850049	0.11931422875735463	0.01458829329607992	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5	400	gpt4 Average	60.53	82.9225	0.7568832251095944	6.590938852333271	4.660497556870741	0.9355267292243065	0.9545542351326821	0.014775520691742938	74.65506050423569	134.10664782728298	42.78971623885761	0.09279184534710132	0.013608812990911935	0	0	0	0	0	0	0	0	2	0	2	1	0
6	400	gpt4 Total	2513	34824	0.07216287617734896	13.466451196721351	9.522218959719366	0.7486312927991259	0.8766669543410779	0.02403587827269686	41.60447097687013	100.02978648722976	0.5192100522953444	0.09815173822627753	0.010003265900787666	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
6	400	gpt4 Average	62.5475	87.06	0.7540615298685125	6.6180114123399685	4.679640747635559	0.934641162389725	0.9540897734659058	0.014814190826103918	78.68664471127818	98.72290619947715	55.41491064654783	0.07210884219182426	0.010022250241808695	0	0	0	0	0	0	0	0	8	0	8	0	0
5	400	experts Total	1160	9411	0.12326001487620869	11.957492097275335	8.455223747967942	0.7711975037388549	0.8826357964795339	0.02500673620784487	39.98922497076167	268.9175567026881	0.5630193839172107	0.1616661539663313	0.02689461345514344	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5	400	experts Average	16.575	23.5275	0.808217346965431	3.2832730004721595	2.3216246031205685	0.9259864544861514	0.9286131509026365	0.02348216587295587	40.258174752437405	256.01050228289	17.207041633748766	0.09751577779814209	0.028549788897509323	0	0	0	0	0	20	20	20	116	0	116	1	20
6	400	experts Total	1261	9791	0.12879174752323563	12.74387671106403	9.011281640998691	0.7769605265485441	0.8862208239537842	0.02427186428757928	41.199966683718365	210.6315946703528	0.7841908308929922	0.14273147049224166	0.021065310964427212	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
6	400	experts Average	17.095	24.4775	0.8060688348383188	3.296963775584201	2.331305443041995	0.9255537182351351	0.9282081411794468	0.02345789360565676	42.666262270510664	222.667735937598	20.097877899937377	0.08616641883972707	0.02502674959985376	0	0	0	0	0	21	21	21	115	0	115	0	21
5	800	text-davinci-003 Total	1645	44653	0.03683963003605581	7.7846767055101145	5.504597687811153	0.6916707975782899	0.8445104352299891	0.028797843527946156	34.72482233017117	202.7081519503914	0.06688017871721344	0.1403043383910592	0.02027126916832578	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5	800	text-davinci-003 Average	41.59625	55.81625	0.7702667073045499	5.561041791452275	3.932250361197687	0.9340095613541789	0.9506876264153773	0.01638607846210449	69.10721706671463	156.40718613776033	38.20170898434494	0.09644186394089994	0.0159452261893793	0	0	0	0	0	0	0	0	17	0	17	2	0
6	800	text-davinci-003 Total	1517	36530	0.0415275116342732	7.937079762053072	5.612362922566236	0.6971794481965186	0.8466316905589097	0.028823886141447666	34.69344817325092	161.74946376418768	0.10644494792970224	0.12467207127397303	0.016175389173822923	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
6	800	text-davinci-003 Average	35.11625	45.6625	0.8095801629693213	5.2086495453912365	3.683071414370375	0.943538728457747	0.9565568361061288	0.014600801317995652	86.70261513671588	118.28343109872378	56.904938610200986	0.07617446845568498	0.012120517301001858	0	0	0	0	0	0	0	0	28	0	28	3	0
5	800	gpt4 Total	3830	66565	0.05753774506121836	14.844849732633412	10.496893911640393	0.742901942231437	0.8765550407064933	0.023149611127149652	43.19726990261228	145.62773090376479	0.22711172652459016	0.11965241073446872	0.01456299186889175	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5	800	gpt4 Average	60.61625	83.20625	0.7520504394790137	6.576800080212031	4.65049993522616	0.9339087141484731	0.9531934794169931	0.015227556275200562	71.54709731201422	139.83803681604667	39.80457148513022	0.09465607398826523	0.014202549052227419	0	0	0	0	0	0	0	0	5	0	5	1	0
6	800	gpt4 Total	3624	68871	0.05262011586879819	13.809246898673535	9.764612125131357	0.735667924519709	0.8726524861721289	0.023728213792165553	42.14392236849174	99.41663949253272	0.27812755734016864	0.09838823943404056	0.009941808303310906	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
6	800	gpt4 Average	61.98	86.08875	0.7543046742951559	6.585642380214657	4.656752385519303	0.9343691591084016	0.9536325882182003	0.014999949858279333	77.14239033652936	101.75722763984326	53.739722100553074	0.07328867526667633	0.0103391855233312	0	0	0	0	0	0	0	0	19	0	19	1	0
5	800	experts Total	1676	19652	0.08528394056584572	11.955579634143945	8.453871432318964	0.7509826573482239	0.8750071590040833	0.02518905474639114	39.69978270594973	285.2844252874016	0.25453555608474754	0.16728021169160598	0.028529894283995803	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5	800	experts Average	17.2025	24.565	0.8018639142794594	3.331107411123295	2.355448639266044	0.9238798755333448	0.9294125376186713	0.023585158265246486	40.06914003782923	261.61654286451284	17.040659311398464	0.09981389908357129	0.02926778488285982	0	0	0	0	0	47	47	47	227	0	227	2	47
6	800	experts Total	1907	19352	0.09854278627532038	13.708431472164712	9.693324853398755	0.7652345411706407	0.8831332627656706	0.023784432863542728	42.04430712042837	206.59027992701434	0.4689879058565182	0.1420785641442086	0.020660095587554037	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
6	800	experts Average	16.84625	24.19	0.812118268810737	3.2768751156916096	2.317100615406988	0.9268720441759708	0.9282323462518507	0.023431658164103496	42.67297121004033	219.51011444061947	20.502356164036197	0.08442918751816521	0.025039125010668777	0	0	0	0	0	49	49	49	236	0	236	0	49
5	1200	text-davinci-003 Total	1946	67097	0.02900278700985141	7.51261762112054	5.312222864355883	0.6814471008371151	0.8407369508947069	0.028662580514535272	34.88869397132206	206.68485310349251	0.04066931339880626	0.14201941589709505	0.020668793353828898	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5	1200	text-davinci-003 Average	41.4825	55.91416666666667	0.7672307495884693	5.543038553970501	3.9195201498910017	0.9329943286495432	0.9498889300766634	0.016638172985805576	68.35763000505398	160.2571677454684	37.46135109037176	0.0978804358828388	0.016339933286463194	0	0	0	0	0	0	0	0	18	0	18	4	0
6	1200	text-davinci-003 Total	1823	53652	0.033978230075300084	7.8703439205203765	5.565173556470277	0.6894444305752043	0.8442674168747837	0.0285167819177674	35.06707043184804	155.97692292244292	0.07393330398985637	0.12275090457604954	0.015597983017343399	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
6	1200	text-davinci-003 Average	34.985	44.71	0.8190565499736627	5.235620051054775	3.7021424418170983	0.9464207461543686	0.9586279872953755	0.013958194677371907	90.90556902044862	111.54831082647526	60.65466341973384	0.07353430905560292	0.0114377842401079	0	0	0	0	0	0	0	0	42	0	42	3	0
5	1200	gpt4 Total	4669	101946	0.045798756204265004	14.623077402438698	10.340077193080168	0.7326183437994324	0.8727557487900091	0.023185661889696504	43.13010362858741	144.91646647619044	0.14464692967338974	0.11952939863178066	0.01449178879923656	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5	1200	gpt4 Average	61.785	84.955	0.7508490160403399	6.645308734970629	4.698942869575925	0.9340429935634016	0.9536273199827648	0.015047116073361497	72.60584493898483	137.1040956307185	40.73727854715759	0.09403260474391736	0.013909523945303868	0	0	0	0	0	0	0	0	9	0	9	1	0
6	1200	gpt4 Total	4322	104528	0.04134777284555335	13.368061723319562	9.452647095879586	0.7243507170718854	0.8682309748168542	0.023850849538645188	41.92722772326052	100.28624859767748	0.17032008828492357	0.0990293759986432	0.010028720802680677	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
6	1200	gpt4 Average	62.159166666666664	87.10666666666667	0.7509185714200547	6.565525432900277	4.642527555656531	0.9335608267140467	0.9532115304920908	0.015098851662256507	76.31323307323532	102.7815066667736	52.78370038057986	0.07391164231480611	0.010441550102993606	0	0	0	0	0	0	0	0	32	0	32	3	0
5	1200	experts Total	2188	29859	0.073277738705248	12.662215141399336	8.95353819132645	0.7463667367608013	0.8745846857720464	0.024614452334753664	40.62653868548921	275.2602996500243	0.19485481062853155	0.16462831564948968	0.027526951862985045	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5	1200	experts Average	17.470833333333335	24.8825	0.7965604392625015	3.3771388585384665	2.387997787881142	0.9225360638565568	0.9277390027724198	0.023973552888066654	40.82759549053275	262.7441955286242	17.701962363912347	0.10033969702393218	0.029079008577418446	0	0	0	0	0	58	58	58	320	0	320	2	58
6	1200	experts Total	2375	27936	0.08501575028636885	14.209588555976067	10.047696425801439	0.7592305289216427	0.881581670579564	0.02351799157172383	42.52063774027034	211.03105986650553	0.3419628151794539	0.1439369634960226	0.021103861422698045	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
6	1200	experts Average	16.2675	23.28	0.8170246119421579	3.2204053050312442	2.2771704293567203	0.9285093298421754	0.9298810718790328	0.022867362296235684	42.589554127245975	216.03235495982557	20.444959208268557	0.08202691878113447	0.024602316642891305	0	0	0	0	0	73	73	73	386	0	386	2	73
5	1600	text-davinci-003 Total	2172	89273	0.024329864572715156	7.269419911653014	5.14025611482236	0.674015038964981	0.8378910053490845	0.028596540717470198	34.96926463518296	207.74599771312523	0.0284785782877571	0.14256716385578383	0.02077483248257441	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5	1600	text-davinci-003 Average	41.479375	55.795625	0.7673008296203576	5.54994751573013	3.9244055236022053	0.9330427896869644	0.9499288050017262	0.01663352365493516	68.41798138063898	161.53944253212103	37.25031323705768	0.09853938332739602	0.016469445759689526	0	0	0	0	0	0	0	0	26	0	26	5	0
6	1600	text-davinci-003 Total	2082	73171	0.028453895669049215	7.696818224627659	5.4424723601944205	0.6822058930754616	0.8417096097174639	0.02837306924759842	35.2446889433593	158.4652547882233	0.051048816127308945	0.12401566311818907	0.015846742050169588	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
6	1600	text-davinci-003 Average	35.43375	45.731875	0.8130749477700742	5.250799864916155	3.7128761911356243	0.9446852009358108	0.9574467664695017	0.01431539307602675	88.94352044045014	113.65969477522904	59.1757867148873	0.07460696314313549	0.011645657960816942	0	0	0	0	0	0	0	0	47	0	47	6	0
5	1600	gpt4 Total	5237	134352	0.038979695129212816	14.287640231741822	10.102887295018377	0.7252155855663132	0.8698611231614969	0.0232706071981845	42.97266467881495	147.8207998129021	0.10273802799275228	0.12082455917209227	0.014782190007117939	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5	1600	gpt4 Average	61.25875	83.97	0.7516387281524085	6.625690842829273	4.685070925010174	0.9341464863248196	0.9536140332857392	0.01506891989448003	72.04949153597572	138.60328946112529	40.22022296621549	0.09470935629909476	0.014063257363511755	0	0	0	0	0	0	0	0	11	0	11	3	0
6	1600	gpt4 Total	5016	138805	0.03613702676416555	13.463406933204329	9.52006634034276	0.7195772111190514	0.8668483331980206	0.023682706281426467	42.22490403405736	102.85847350838125	0.1268737175251278	0.10046735619493072	0.010285921454231045	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
6	1600	gpt4 Average	61.6325	86.753125	0.7507914676854048	6.514164925847768	4.606210192834511	0.9332983600428729	0.9528862515282417	0.015216061090888649	75.28985232910705	103.93069022062647	51.319847714102124	0.07427192532146332	0.010562183841430222	0	0	0	0	0	0	0	0	40	0	40	2	0
5	1600	experts Total	2563	40141	0.06384992900027403	12.792473100526822	9.045644477529017	0.7404547208267109	0.872720231662793	0.024485049043874954	40.84124962168105	277.3679221788511	0.14685867170455322	0.16544345448005052	0.027737483219186003	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5	1600	experts Average	17.573125	25.088125	0.7984863893336435	3.3761284789899473	2.3872833416508055	0.9232175267293485	0.9287860058607408	0.0236539784866626	41.12656348975807	257.6698955587437	17.87941596253029	0.09934879056556702	0.02870243025381553	0	0	0	0	0	88	88	88	434	0	434	3	88
6	1600	experts Total	2788	37414	0.07451756027155611	14.413707296774776	10.192030171587465	0.753393187654823	0.8797184179076125	0.023419894642769806	42.698740333945956	212.53974000291683	0.26095880440323566	0.14464446724882893	0.021254542090901905	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
6	1600	experts Average	16.3775	23.38375	0.8168123353263067	3.2401589463039517	2.2911383630537694	0.9289722172408383	0.9314393890381586	0.022535325384612555	43.481270383855886	213.66863901264242	21.020670205429298	0.08210544281935779	0.024174709427733844	0	0	0	0	0	92	92	92	502	0	502	2	92
5	2400	text-davinci-003 Total	2625	133906	0.019603303810135468	7.173470046052023	5.07240931420196	0.6669129443289987	0.8358948996770715	0.028216015686964142	35.44086490078052	207.64343722059758	0.01850066018410246	0.14279656601742347	0.020764498789784803	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5	2400	text-davinci-003 Average	41.44625	55.79416666666667	0.7671813172587615	5.544240909734517	3.9203703438051427	0.9329960818132014	0.9498878753894305	0.01664574564641091	68.35161639045747	161.43094024505882	37.342392779160164	0.09834788197220505	0.016458664522590177	0	0	0	0	0	0	0	0	39	0	39	5	0
6	2400	text-davinci-003 Total	2512	107718	0.02332015076403201	7.653771535605724	5.412033754479383	0.6756408705201792	0.8399557369708854	0.027992708727033164	35.72358822975493	160.01771896851224	0.03396632961748014	0.12495185562601573	0.016001920450671853	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
